marca,modelo,año,estado,kilometraje,motor,placa,cv,peso_kg,transmisión,precio_cop
Kia,Picanto,2021,taller,90000,2.0,ZSN443,110,1070,automatica,88000000
Toyota,Yaris,2022,vendidoo,42000,1.0,PBT874,69,1350,automatica,43000000
Kiaa,Sportage,2020,vendido,28000,1.0,509CMV,186,1050,Automatica,50000000
Hyundai,Santa Fe,2017,vendido,5000,1.6,NOO669,106,2100,manual,67000000
Volkswagen,Polo,2017,vendido,35000,1.8,ZSR879,193,1600,manual,27000000
Ford,Ranger,2020,disponible,90.000,2.0,HCJ971,125,1350,automatica,26000000
Ford,Explorer,2020,taller,18000,1.3,WUG339,185,2100,AUTOMATICA,50000000
Chevrolet,Equinox,2020,taller,48000,1.0,LIJ697,365,1300,automatica,57000000
Nissan,March,2022,vendido,72000 km,1.6,GXA505,123,1350,manual,49000000
KIA,Telluride,2021,taller,28000,2.0,HKT252,150,1570,automatica,33000000
Kia,Cerato,2019,disponible,40000,1.0,SIM300,191,2.000,manual,85000000
Volkswagen,Tiguan,2020,disponible,80000,1.3,SUG081,69,1570,automatica,$ 44.000.000
Chevrolet,Equinox,2021,vendido,90000,1.8,RQN677,125,1795,manual,44000000
Nisan,Kicks,2015,DISPONIBLE,65000,1.8,RTC490,145,1800,MANUAL,30000000
Volkswagen,Touareg,2016,vendido,78000,2.0,MWY714,309,1070,manual,43000000
Ford,Ranger,2017,disponible,15000 km,1.6,ZRY094,231,950,Automatica,86000000
KIA,Sportage,2022,taller,12000,1.0,KYK102,170,1195,AUTOMATICA,46000000
Chevrolet,Equinox,2020,vendido,45000,1.6,RZB 055,141,1200,automatica,87000000
Toyota,Yaris,2020,vendido,80000,2.0,LBK834,152,1200,manual,48000000
Chevrolet,Spark,2015,taller,32000,1.0,ZNO412,355,2100,automatica,37000000
Nissan,Sentra,2017,vendido,5000,1.5,AUO070,213,1070,manual,
Nissan,Sentra,2017,vendidoo,75000,1.5,GNC001,400,1100,manual,50000000
Nissan,X-Trail,2022,vendido,65000,2.0,GII647,365,2200,automatica,56000000
Nissan,Versa,2016,taller,80000,1.5,FZY769,192,1600,automatica,$ 53.000.000
Toyota,Yaris,2019,vendido,65000,1.6,MWU946,84,1200,manual,58000000
Nissan,Frontier,2022,taller,40000,1.0,NZR420,90,1570,automatica,50000000
Fordd,Ranger,2021,disponible,12000,1.8,EUX268,75,1450,MANUAL,53000000
Kia,Telluride,2021,disponible,72000,1.5,BJJ457,185,1570,manual,26000000
Hyundai,Santa Fe,2018,disponible,38000,2.0,RCP591,185,1300,manual,89000000
Hyundai,Tucson,2016,vendido,32000,1.5,YZS088,99,1700,automatica,87.000.000
Hyundai,Elantra,2020.,taller,42000,1.8,ZII008,280,1570,manual,35000000
Chevrolet,Cruze,2018,vendido,12000,1.0,AFB363,192,1250,manual,40000000
Nissan,Kicks,2016,vendio,55000,2.0,DCX153,231,1900,automatica,81000000
Honda,Pilot,2016,DISPONIBLE,40000,1.8,HQU146,120,1900,manual,60000000
Toyota,Fortuner,2015,disponible,10000,1.6,EPS076,141,1.100,manual,60000000
NISSAN,Kicks,2016,taller,15000,1.5,OJX549,191,1300,automatica,56000000
Kia,Picanto,2021,vendido,48000,1.3,NGY126,400,1570,manual,54000000
Hyundai,Palisade,2018.,vendido,25000,2.0,VVL488,193,1570,automatica,77000000
Hyundai,Tucson,2019,taller,58000,2.O,WLL125,123,1700,manual,57000000
Volkswagen,Polo,2021.,DISPONIBLE,10000,1.8,LCF749,doscientos tres,1450,manual,44000000
Chevrolet,Cruze,2020,vendido,75000,1.0,SJT022,355,1800,manual,90000000
Ford,Fiesta,2022,taller,100000,1.0,XEY675,84,1900,automatica,53000000 
Chevrolet,Cruze,2019,taller,100000,1.6,BYW235,185,2060,auto,69000000
NISSAN,X-Trail,2018,vendido,10000,1.3,LJW859,153,2000,automatica,53000000
Hyundai,Tucson,2016,disponible,5000,1.3,CYP319,128,1900,manual,50000000
Ford,Escape,2019,disponible,78000,1.5,IGH394,309,2000,automatica,38000000
Chevrolet,Spark,2020,disponible,30000,1.0,ZIV969,213,2100,automatica,30000000
Kia,Telluride,2018,disponible,8000,1.8,DEW180,123,1350,automatica,36000000
Honda,HR-V,2020,taller,85000,1.5,MIO463,170,1700,auto,74000000
Hyundai,Creta,2020,disponible,12000,2.0,SVF882,193,1100,manual,34000000
Volkswagen,Touareg,2018,disponible,80k,2.0,JGI776,152,2100,manual,58000000
Hyundai,Creta,2016,taller,80000,1.5,VKG858,231,1.900,automatica,57000000
Volkswagen,Jetta,2020,talleer,52000,1.3,BSV988,110,1280,automatica,38000000
Ford,EcoSport,2017,vendido,18000,1.5,CVR026,191,1100,manual,80 millones
Kia,Cerato,2022,taller,90000,"1,5",WMO315,231,2060,automatica,42000000
Volkswagon,Passat,2016,vendido,85000,1.8,QER008,280,2200,manual,47000000
Volkswagen,Tiguan,2022,disponible,25000,1.3,BXY788,152,1.100,automatica,39000000
Hondaa,Pilot,2019,taller,60000,1.60,SDZ527,192,1500,manual,79000000
FORD,F-150,2019,disponible,70000,1.5,KMY965,69,1400,automatica,33000000
Chevrolet,Spark,2017,vendido,75000,2.0,MJM478,280,1800,manual,25000000
HONDA,Fit,2017,disponible,15k,1.3,HJF650,120,1400,manual,78000000
Chevrolet,Tracker,201O,vendido,75000,1.6,JHL979,203,1200,manual,54000000
KIA,Sportage,2017,taller,10000,1.3,IRB286,213,1900,automatica,69000000
Honda,Pilot,2021,taller,28000,1.8,KPX779,120,1800,manual,25000000
Kia,Sorento,2015,disponible,30000,1.60,FMC967,130,1500,manual,35000000
Volkswagen,Polo,2022,disponible,15000,1.5,JWW392,280,1400,automatica,67000000
Honda,Accord,2015,vendido,48000,1.5,QMY995,99,1795,manual,57000000
Ford,F-150,2017,disponible,95000,2.0,NWI648,107,1700,automatica,80000000
Volkswagen,Passat,2019,disponible,35000,1.8,PKJ 151,365,1450,manual,61000000
Hnda,CR-V,2015,disponible,12000,1.0,548KRL,158,1600,AUTOMATICA,45000000
Volkswagen,Polo,2021,disponible,65000,1.0,JNV139,186,1795,manual,65000000
Kia,Sorento,2015,vendido,30000,1.3,OGS866,141,1795,automatica,52000000
Nissann,Kicks,2018,vendido,35000,1.0,JAO185,400,1195,manual,67000000
Kia,Sportage,2019,disponible,5000,1.0,BNS261,193,2060,manual,33000000
Hyundai,Accent,2021,vendido,28 000,1.8,HIX368,193,1600,automatica,85000000
Toyota,Corolla,2016,vendido,70000,1.8,URG551,84,2000,manual,79000000
Honda,HR-V,2022,taller,40000,1.6,SFN137,191,1795,manual,51000000
Kia,Sorento,2018,disponible,58k,2.0,MJH260,114,1450,manual,41000000
Nissan,Kicks,2016,disponible,45000,1.5,PMO694,ciento cincuenta y ocho,1570,automatica,71000000
Ford,Explorer,2021,vendido,65000,1.3,EFH039,140,1100,automatica,62000000
Chevrolet,Equinox,2O20,disponible,18000,1.80,PLR643,177,95.0,manual,61000000
Honda,CR-V,2022,taller,52000,1.5,CJS357,231,1500,manual,85000000
Ford,Explorer,2022,taller,32000,2.0,QAN443,158,1195,automatica,89 millones
Ford,Fiesta,2018,taller,55000,1.0,CML984,123,2060,manual,30000000
Nissan,Sentra,2022,vendido,5000,1.3,QRO831,75,2000,automatik,46000000
Honda,Pilot,2019,disponible,52000,1.6,OFC556,145,1070,manual,
Nissan,Sentra,2021,taller,48000,1.0,WUC622,185,1500,manual,54000000
Honda,Fit,2019,vendido,28000,1.0,UOF154,365,1100,automatica,35.000.000
Ford,Fiesta,2016,disponible,90000,2.0,FVJ317,75,1570,manual,35000000
Toyota,Fortuner,2017,taller,5000,1.3,CDK865,110,1500,automatica,74000000
Honda,Pilot,2015,taller,10000,1.5,DZJ338,192,2000,automatica,45000000
Nissan,Versa,2017,talleer,48000,1.6,RTE174,153,1450,automatica,$ 82.000.000
Fordd,Fiesta,2019,taller,65000,2.0,UTR489,155,2000,automatica,54000000
Hyundai,Accent,2021,taller,8000,1.8,JKB809,203,1100,automatica,83000000
Nissan,X-Trail,2015,disponible,20000,2.0,AUFGLZ,309,2100,manual,50000000
Ford,Escape,2022,disponible,35000,1.8,OKR943,212,1.570,manuall,32000000
Honda,CR-V,2020,taller,52000 km,1.0,YJX909,125,2000,Manual,38000000
Honda,Accord,2020,disponible,12000,1.3,AWX423,193,1350,manual,64000000
Hyundai,Santa Fe,2017,disponible,28000,2.0,WGW114,125,1795,manual,48000000
Honda,CR-V,2019,vendido,95.000,1.5,OQW542,ciento veintiocho,1100,manual,78000000
Chevrolet,Equinox,2015,taller,5000,1.6,IHG235,280,2000,automatica,25000000
Toyota,Corolla,2016,taller,75000,2.0,AKC850,140,1400,automatica,79000000
Honda,Pilot,2021,disponible,100000,1.8,MJG094,185,1250,automatica,61000000
Toyota,Land Cruiser,2020,disponible,35.000,1.3,IMP435,213,1.700,automatica,81000000
Volkswagen,Polo,2017,vendido,8000,1.3,556036,203,1400,auto,74000000
Nissan,Frontier,2017,vendido,32000,1.6,897174,355,1100,automatica,71000000
Toyota,Corolla,2022,disponible,8000,1.3,YSD788,163,1600,manual,45000000
Nissan,X-Trail,2022,taller,58000,1.0,PHS351,191,1700,auto,82000000
Volkswagen,Tiguan,2019,vendido,45000,1.5,WCW670,90,1250,Automatica,90000000
Chevroelt,Tracker,2022,vendido,32000,1.3,ZHP621,110,1350,manual,59000000
Chevrolet,Cruze,2021,disponible,30000,1.5,APP982,145,2100,manual,64000000
Toyota,Hilux,2015,vendio,8000,1.6,UH-289,203,1.350,automatica,66000000
Volkswagen,Jetta,2021.,talleer,95000,1.0,EAQ783,ciento ochenta y seis,1280,Manual,51000000
Ford,F-150,2021,vendido,80000,2.0,FLZ690,186,2100,manual,26000000
Hondaa,Fit,2016,disponible,50000,1.0,CVE349,130,1900,automatica,
Volkswagen,Touareg,2020,disponible,22000,1.8,GQX363,280,1100,automatica,53000000
Chevroelt,Cruze,2015,vendido,100000,1.5,JEV989,130,2200,automatica,73000000
Hyundai,Accent,2017,taller,85000,1.5,RUQ767,90,1070,manual,34000000
Honda,Civic,2022,taller,15000,2.0,BYZ489,231,1.700,automatica,68000000
Kia,Rio,2018,Disponbile,70000,2.0,UES 007,106,1700,manual,84000000
Chevrolet,Onix,2019,vendido,28000,1.3,KGG871,192,1300,manual,
Frod,F-150,2015,taller,60000,1.6,ADV935,150,1700,automatica,38000000
Honda,CR-V,2019,taller,12000,1.3,YHW155,170,1400,manual,75000000
Volkswagen,Touareg,2018,disponible,32000,2.0,TCT025,90,1600,manual,87000000
Chevrolt,Equinox,2021,taller,35000,2.0,XSJ563,280,1500,manual,50000000
Nissan,Kicks,2016,taller,72k,1.6,702686,400,1800,manual,27000000
Toyota,Fortuner,2020,taller,58 000,1.5,547953,231,1100,automatica,29000000
Honda,Fit,2019,vendido,65000,1.6,BRA109,noventa y nueve,1400,automatica,42000000
Kia,Rio,2O20,taller,78000,1.8,BQJ363,212,1100,manual,38000000
Kia,Picanto,2021,vendido,60000,1.3,GRJ461,186,2100,manual,70000000
Toyota,Corolla,2020,vendido,85000,1.60,BND560,84,1300,automatica,51000000
Toyota,RAV4,2016,vendido,90000,1.5,YQG209,309,1570,automatica,43000000
Volkswagen,Golf,2019,taller,55000,1.60,MNZ656,290,1700,automatica,53000000
Toyota,RAV4,2018,vendido,48000,1.8,HLX869,191,1070,automatica,44000000
Frod,Fiesta,2017,taller,95k,1.3,XWJ319,153,1400,automatica,53000000
Toyot,Land Cruiser,dos mil veinte,vendido,15000,1.3,YHO486,107,1400,automatica,55000000
Hyundai,Santa Fe,2020,disponible,18000,1.0,XDW651,191,1700,manual,69000000
Chevrolet,Onix,2019,vendido,8000,1.0,ZTN862,123,1900,automatica,54000000
Volkswagen,Tiguan,2015,taller,95000,1.3,FYE676,158,1050,automatica,54000000
Kia,Telluride,2020,disponible,25000,1.8,OYX766,177,1800,automatica,32000000
Volkswagen,Polo,2019,vendido,72000,2.0,856332,155,1450,automatica,30000000
Ford,F-150,2021,taller,22000,1.3,IQI 328,ciento veintiocho,2000,auto,
Nissan,March,2017,vendido,12000,1.0,VCF106,120,2000,automatica,61000000
KIA,Rio,2016,vendidoo,72000,1.3,GSI344,84,2060,automatica,89000000
Kia,Rio,2016,vendido,100000,1.8,148TPG,107,1450,manual,51000000
Honda,Civic,2017,taller,48000,1.0,UVM827,177,1700,automatica,71000000
Honda,Odyssey,2020,vendido,28000,1.3,OPP650,145,1900,manual,33000000
Nissan,Frontier,2019,vendio,45000,1.6,QNW094,128,1800,manual,61000000
Ford,Escape,2020,taller,65000,1.3,SEY592,114,2200,manual,26000000
Volkswagen,Tiguan,2015,vendido,95000,1.3,EGX232,123,1600,automatica,66000000
Ford,Explorer,2017,vendido,100000,1.6,KZT075,ciento cuarenta y uno,1570,manual,39000000 
Honda,Pilot,2015.,vendido,22000 km,1.6,MIY536,140,1450,automatica,73000000
Kia,Rio,2015,vendido,12000,1.0,QFR767,177,1800,automatica,31000000
Honda,Odyssey,2022,disponible,55000,1.8,UFY402,180,1050,manual,29000000
Toyota,Hilux,2018,disponible,12000,1.5,WUK577,185,1900,manual,26000000
Chevrolet,Equinox,20O7,taller,28000,1.5,432910,213,1350,manual,30000000
Volkswagen,Passat,O019,disponible,18000,1.8,TEE313,125,1280,manual,25000000
Chevrolet,Silverado,2019,vendido,55000,1.3,SMQ355,155,1070,manual,82000000
Nissan,Versa,2016,vendido,38000,1.8,JKA703,309,1900,automatica,25000000
Nissan,Versa,2021,disponible,15 000,2.0,VHS778,163,1400,manual,51000000
Volkswagen,Golf,20O1,vendido,8000,"2,0",PKE229,107,1100,manual,67000000
Ford,Explorer,2021,vendido,80000,1.8,UJC213,84,1070,manual,76000000
Kia,Picanto,2017,TALLER,75000,1.5,CUS178,107,950,manual,77000000
Honda,Civic,dos mil diecisiete,vendidoo,18000,2.O,SHC755,290,1280,automatica,82 millones
Ford,Ranger,2019,vendido,65000,1.5,DJB991,400,1.195,automatica,80000000
Nissan,X-Trail,2015,vendido,55000,1.6,UUH163,123,950,manual,60000000
HYUNDAI,Palisade,2021,taller,90000,1.60,GUA460,191,1350,automatica,80000000
Ford,Explorer,2019,disponible,40000,2.0,WBR045,99,1800,automatica,51000000
Hyundai,Tucson,2022,vendido,95000,1.5,UQF277,192,1795,manual,50000000
Toyota,RAV4,2016.,vendido,15000,1.6,JZW154,125,1795,manual,64000000
Hyundai,Creta,2017,taller,60000,1.3,DVH514,155,1195,manual,42000000
Kia,Picanto,2016,taller,25000,1.5,XST410,120,1700,manual,69000000
Honda,Odyssey,2015,taller,38000,1.60,PRN431,106,1280,manual,67000000
Kia,Telluride,2015,Vendido,12000,1.0,KFQ037,107,2000,manual,74000000
Honda,HR-V,2015,disponible,48000,1.8,PNO292,114,1100,automatica,39000000
Ford,Mustang,2022,vendido,60000,2.0,RVV937,145,1200,automatica,59000000
Honda,Accord,2022,vendido,30000,1.8,OWE109,ciento catorce,1300,automatica,70000000
Nissan,Frontier,2021,disponible,8.000,1.8,KWK630,150,950,automatica,80000000
Chevrolet,Equinox,2019,disponible,78000,1.3,CPI671,163,2060,manual,90000000
Ford,Mustang,2021,TALLER,15000,1.0,XFS388,365,2200,automatica,71000000
Nissan,March,2O16,disponible,78000,1.6,SKW660,185,1050,manual,32000000
Toyota,RAV4,2018.,taller,5000,1.5,RGI991,75,1250,manual,85000000
Chevrolet,Cruze,2021,disponible,100000,1.8,IKN796,ciento veinticinco,2200,automatica,68000000
Toyota,Hilux,2016,vendido,42.000,1.5,NJG001,125,950,manual,71000000
Nissan,March,2016,vendido,85000,1.5,YJE329,114,1400,manual,31000000
Nissan,March,2O15,taller,35000,1.8,RLI957,213,1050,automatica,76000000
Kia,Rio,2016,taller,50000,1.8,BLW382,231,1900,manual,35000000
Honda,HR-V,2015,taller,80 000,1.0,YMQ067,400,1250,automatica,47000000
Chevrolet,Onix,dos mil diecinueve,disponible,12000,1.6,NDW620,128,1200,automatica,38000000
Nisan,Versa,2018,Disponible,52000,1.3,QAJ698,99,2000,manual,40000000 
Chevrolet,Equinox,2015,vendido,60000,1.5,XYU367,365,1450,automatica,73000000
Nissan,March,2016,taller,78000,1.O,ZNH284,155,1280,manual,63000000
Kia,Picanto,2018,disponible,5000,1.3,BPK226,153,2200,AUTOMATICA,27000000
Chevrolet,Spark,2019,talleer,72000,1.6,CFJ 146,203,2060,automatica,49000000
Nissan,Versa,2021,vendido,25000,1.5,QND322,152,1050,automatica,53000000
Honda,HR-V,2019,vendido,85k,1.8,SOV059,69,1100,manual,27000000
Hyundai,Tucson,2016,taller,42000,2.0,QND624,128,1100,automatica,77000000
TOYOTA,Land Cruiser,dos mil veinte,vendido,90000,1.8,XXY548,309,1050,MANUAL,74000000
Chevrolet,Spark,2018,taller,38000,1.3,UFB952,213,1.900,manual,72000000
Honda,Odyssey,2021,TALLER,85000,2.0,ALU790,145,1900,manual,50000000
Volkswagen,Passat,2016,vendido,85000,1.5,ZUJ693,309,1280,manual,37000000
Chevrolet,Tracker,2022,disponible,18000,"2,0",PLC087,355,1700,manuall,43000000
Volkswagen,Tiguan,2O21,taller,95k,1.6,ZSJ 823,69,950,manual,47000000
Volkswagen,Polo,2017,taller,22000,2.0,KRJ874,355,1900,automatica,33000000
Hyundai,Elantra,2017,vendido,12000,1.8,UYW963,212,1050,manual,46000000
Hyundai,Creta,2018,taller,90000,1.5,KRG872,84,1.450,automatica,51000000
Toyota,Camry,2018,taller,95000,1.6,CYK257,145,2000,manual,31000000
Nissan,Kicks,2019,taller,18000,1.6,YEK167,125,1280,automatica,88000000
Volkswagen,Golf,2015,vendido,42000,1.8,FZF261,145,1500,automatica,84000000
Hyundai,Santa Fe,2016,taller,42000,1.3,TAK469,185,1.200,automatica,80000000
Kia,Picanto,2015,vendido,85000,2.O,KQOXXL,141,1500,manual,66000000
Kia,Cerato,2020,taller,38000,1.3,VVP628,158,1200,manual,26000000
Kia,Cerato,O022,vendido,15.000,1.6,VRH831,130,2200,manual,62000000
Honda,Fit,2015,TALLER,48000,1.8,FIT296,290,1350,automatica,83000000
Volkswagen,Jetta,2021,disponible,75000,1.6,XAO029,400,1450,manual,25000000
Chevrolet,Spark,2019,taller,80000,2.0,IYJ421,231,1900,manual,84000000
Ford,Fiesta,2017,taller,35000,1.5,DNJ673,185,1700,manual,37000000
Toyota,Camry,2021,taller,65000,1.0,JXA739,130,1500,automatica,28000000
Ford,F-150,2022,taller,5000,1.0,QPU010,150,1400,manual,81000000
Honda,Pilot,2022,vendido,48000,1.3,HDP880,130,1300,manual,46000000
Volkswagen,Touareg,2019,disponible,80000,1.0,GNT042,231,1300,automatica,75000000
Chevrolet,Silverado,2018,taller,10000,2.0,SVH707,355,1400,MANUAL,43000000
Volkswagen,Tiguan,2015,vendido,10000,1.3,FTR931,155,2060,manual,84000000
Toyota,Fortuner,2020,vendido,28000,1.5,BWU113,120,1070,manual,70000000
Honda,HR-V,2016,taller,65000,1.5,NQR079,ciento cincuenta y cinco,1070,automatica,89000000
Toyota,Fortuner,2017,disponible,60000,1.6,GYQ220,125,2060,automatica,62000000
Fordd,Ranger,2021,disponible,20000,1.8,WNA281,153,2000,manual,88000000
Nissan,X-Trail,2021,Disponbile,48000,1.O,ORM657,280,1500,automatica,58000000
Nissan,Sentra,2016,vendido,95000,1.8,FPP544,114,2.000,manual,47000000
Honda,Odyssey,2019,taller,35000,1.60,HVF 436,193,1070,automatica,68000000
Nissan,Kicks,2022,taller,60 000,1.3,UFM154,84,1400,automatica,49000000
TOYOTA,Corolla,2017,vendido,72000,1.0,HDV908,203,1300,automatik,39000000
Kia,Telluride,2018,disponible,20000,1.6,EPK641,141,1300,automatica,49000000
Nissan,Frontier,2022,taller,75000,1.5,ICV646,212,1400,manual,43000000
Nissan,Versa,2017,Vendido,45000,1.80,OOK242,99,1100,manul,58000000
Volkswagen,Golf,201O,taller,65000,1.6,WJA396,110,1.300,automatica,58000000
Toyota,Camry,2019,disponible,12000,2.0,DTU635,163,1.195,manual,60000000
Honda,Fit,2015,taller,15000,1.0,GKC576,141,2000,manual,49000000
Chevrolet,Tracker,2016,disponible,90000,1.0,DMO733,192,1280,manual,89000000
Honda,Fit,2015,vendido,15000,2.0,IXN795,191,1600,automatica,48000000
Ford,Mustang,dos mil veinte,taller,48000,1.0,551515,130,1300,automatica,43000000
Nissan,Sentra,2021,taller,25000,1.0,HCV259,203,1.050,automatica,63000000
Chevrolet,Cruze,2017,disponible,30.000,1.3,AWA370,231,2000,MANUAL,79000000
Honda,Accord,2021,vendido,78000,2.O,RLO112,163,1700,manual,45000000
Chevrolet,Equinox,2018,Vendido,65000,2.0,BVP160,280,1.570,automatica,26000000
Chevrolet,Silverado,2018,vendido,95000,1.5,610552,ciento seis,1450,manual,35000000
Volkswagen,Jetta,2018,talleer,50000,1.8,RDS988,231,1070,manual,80000000
Hyundaii,Elantra,2017,disponible,20000,1.0,OZK896,145,2100,manual,47000000
Volkswagen,Touareg,2022,taller,78000,2.0,PZO858,355,1900,AUTOMATICA,71000000
Chevroelt,Silverado,2015,vendio,78.000,1.80,CNVZSB,110,1.400,automatica,50000000
Ford,EcoSport,2O17,taller,42000,1.3,VOQ043,152,1200,automatica,65000000
Ford,Mustang,2016,Disponible,80000,1.3,GTB175,141,1400,manual,62000000
Volkswagen,Tiguan,2020,disponible,52000,2.0,ZQJ851,153,2200,manual,65000000
Chevrolet,Tracker,2019,vendido,18000,1.3,NJH279,128,1195,manual,72000000
Chevrolet,Cruze,2019,vendio,85000,1.5,LHEQGZ,231,1570,auto,89000000
Ford,Fiesta,2019,vendio,80000,2.O,ACC930,120,1300,manual,
Chevrolet,Tracker,2020,disponible,22000,1.0,DGW490,158,1.050,automatica,64000000
Nissan,Kicks,2018,vendido,10000,2.0,GCZ500,213,2060,automatica,59000000
Ford,Ranger,2015,vendido,95000,2.0,EUC456,140,1100,automatica,81000000
CHEVROLET,Silverado,2015,disponible,50000,1.5,JU-931,120,1800,MANUAL,53000000
Ford,Escape,2017,vendido,30000,1.5,UXE929,106,2060,manual,51000000
Nissan,Versa,2017.,disponible,8000,1.5,OMP952,163,1.400,automatica,45000000
Chevrolet,Onix,2016,vendido,55000,1.6,ELL957,280,1800,automatica,76000000
Kiaa,Rio,2020,taller,60000,2.0,UFB633,153,1700,automatica,26000000
Honda,HR-V,2020,vendidoo,20000,1.8,KVR546,191,1195,manual,39000000
Ford,Fiesta,2015,talleer,30000,1.0,PWL820,107,1350,automatica,68000000
Ford,Fiesta,20O6,vendio,80000,2.O,NTG866,90,1250,automatica,73000000
Chevrolet,Onix,2020,taller,5000,1.8,RNG181,290,1570,automatica,42000000
Nissan,Kicks,dos mil veinte,taller,48.000,1.0,FIK012,ciento noventa y dos,1800,automatica,59000000
Toyota,Camry,2018,vendido,72000,1.3,BNZ503,163,1070,MANUAL,45000000
Volkwagen,Polo,2016,disponible,78000,1.6,SML221,212,1200,automatica,$ 55.000.000
Toyota,Land Cruiser,2022,taller,48000,1.O,NRA462,141,1.700,automatica,86000000
Chevrolt,Onix,2019,vendido,25000,1.6,WRA 254,130,1900,automatica,58000000
Kia,Telluride,2021,vendido,75000,1.0,LBY948,280,1070,manual,27 millones
Chevrolet,Silverado,2022,vendido,58000,1.6,JTR758,145,1500,automatica,51000000
Toyota,Camry,2016.,vendidoo,12000,1.6,HMB921,290,1450,automatica,73000000
Volkswagen,Touareg,2021,disponible,30000,2.O,RNF270,69,1050,manual,54000000
Ford,EcoSport,2021,vendido,95 000,2.0,PJD471,155,1450,automatica,78000000
Kia,Picanto,2018,Disponible,20000,2.0,OMX219,400,2100,manul,27000000
Ford,F-150,2015,taller,20000,1.5,BPH315,99,1800,manual,85000000
Honda,Odyssey,dos mil veinte,talleer,48000,1.8,PUT749,185,1500,manual,34000000
Kia,Picanto,2016,disponible,80 000,1.3,011NQJ,355,1100,automatica,78000000
Ford,Mustang,2022,taller,40000,1.0,AW-329,192,1300,automatica,79000000
Volkswagen,Polo,2019,vendidoo,78000,"1,5",TQQ705,doscientos tres,1500,automatica,$ 25.000.000
