marca,modelo,año,estado,kilometraje,motor,placa,cv,peso_kg,transmisión,precio_cop
Kia,Picanto,2018,vendido,18000,1.5,UAT226,280,2100.0,manual,40000000
Hyundai,Creta,2016,vendido,65000,1.5,KZE643,180,2200.0,manual,61000000
Toyota,Fortuner,2020,taller,12000,1.5,JWV384,,2200.0,automatica,37000000
Volkswagen,Passat,2021,taller,80000,2.0,AYC596,99,950.0,automatica,44000000
Chevrolet,Tracker,2018,vendido,18000,1.6,UBB263,193,2060.0,manual,67000000
Toyota,Camry,2018,vendido,58000,1.3,OWR132,290,2060.0,,57000000
Chevrolet,Spark,2020,vendido,12000,2.0,,123,1600.0,manual,68000000
Chevrolet,Spark,2022,vendido,30000,1.0,CDT756,185,2000.0,manual,78000000
Kia,Sorento,2001,disponible,58000,1.8,HDA783,186,1350.0,automatica,56000000
Honda,Fit,2016,taller,18000,1.5,GTO032,140,1195.0,automatica,59000000
Volkswagen,Jetta,2019,disponible,20000,1.5,RKP648,114,2060.0,automatica,66000000
,Silverado,2021,taller,80000,1.0,BDY652,191,1350.0,automatica,30000000
Ford,EcoSport,2017,vendido,30000,1.5,QUQ309,203,1900.0,manual,63000000
Nissan,Sentra,2017,taller,75000,1.6,BHG713,150,2100.0,automatica,42000000
Toyota,Yaris,2019,vendido,85000,2.0,YHQ385,128,2200.0,manual,40000000
Kia,Picanto,2022,vendido,25000,1.5,YTO266,120,2060.0,manual,52000000
Volkswagen,Polo,2015,vendido,45000,1.8,HHG950,213,1500.0,automatica,77000000
Chevrolet,Cruze,2019,vendido,60000,1.5,OIY699,120,950.0,automatica,63000000
,Golf,2021,taller,25000,1.5,EXB641,114,1400.0,manual,87000000
Nissan,X-Trail,2020,taller,40000,1.0,,145,1050.0,automatica,
Volkswagen,Polo,2019,taller,72000,2.0,JAE941,123,1250.0,automatica,84000000
Volkswagen,Passat,2022,taller,50000,1.5,OOD537,69,1800.0,manual,49000000
Hyundai,Palisade,2018,taller,15000,2.0,EZJ139,,1050.0,automatica,50000000
Honda,Odyssey,2020,taller,38000,2.0,KBS653,185,1600.0,automatica,53000000
,Touareg,2020,vendido,78000,1.0,RHZ908,212,95.0,automatica,69000000
Kia,Telluride,2018,taller,70000,1.5,KBX757,122,1600.0,automatica,57000000
Volkswagen,Polo,2019,taller,20000,1.5,YDY841,140,1250.0,manual,39000000
Nissan,March,2020,disponible,35000,1.0,MID561,355,1200.0,manual,71000000
Chevrolet,Spark,2022,taller,40000,2.0,MVK272,177,1100.0,manual,70000000
Toyota,Hilux,2018,disponible,,2.0,,75,1200.0,manual,69000000
Chevrolet,Silverado,2016,taller,90000,2.0,MCK779,192,1570.0,manual,80000000
Honda,Civic,2021,taller,22000,1.0,WWZ732,155,1795.0,manual,25000000
Volkswagen,Polo,2017,disponible,100000,2.0,MVV812,140,2200.0,automatica,81000000
Honda,Pilot,2017,disponible,65000,1.5,BDD198,69,1795.0,automatica,40000000
Kia,Sportage,2019,vendido,90000,1.6,NFO142,309,1250.0,automatica,55000000
Nissan,X-Trail,2021,vendido,42000,1.3,DGK315,365,1100.0,automatica,78000000
Ford,Explorer,2015,disponible,60000,1.3,BTO068,186,1280.0,manual,48000000
Kia,Sportage,2018,taller,12000,1.3,CKL159,203,1450.0,automatica,29000000
Kia,Telluride,2022,vendido,90000,2.0,CIS216,365,1700.0,manual,72000000
Toyota,Fortuner,2021,vendido,40000,1.5,CSS369,193,1570.0,automatica,35000000
Kia,Telluride,2017,vendido,25000,1.5,YHY857,185,1700.0,automatica,71000000
Volkswagen,Jetta,2022,vendido,100000,1.0,CVV038,153,1450.0,manual,31000000
,Camry,2020,,38000,1.3,JQE152,114,1280.0,manual,26000000
Chevrolet,Equinox,2020,vendido,35000,1.5,QYM615,90,1250.0,automatica,32000000
Volkswagen,Golf,2017,disponible,35000,1.5,CXB418,152,1300.0,manual,71000000
Chevrolet,Onix,2022,taller,95000,1.3,RFT085,355,2060.0,automatica,89000000
Ford,Mustang,2018,disponible,10000,1.6,GHA842,114,1795.0,manual,59000000
Volkswagen,Passat,2018,taller,8000,1.5,UUC814,69,1300.0,manual,37000000
Volkswagen,Touareg,2016,disponible,78000,1.3,VEI429,69,1280.0,manual,
Toyota,Fortuner,2019,disponible,55000,1.6,EGY579,365,1300.0,automatica,51000000
Nissan,Kicks,2019,taller,32000,,VYB574,355,1900.0,manual,59000000
Hyundai,Elantra,2018,taller,70000,1.3,IOO450,123,1700.0,manual,65000000
Kia,Picanto,2022,disponible,70000,1.8,BTO157,203,1100.0,automatica,70000000
Chevrolet,Silverado,2020,vendido,72000,1.0,,231,1350.0,manual,35000000
Kia,Cerato,2017,disponible,30000,1.0,HVQ184,,1300.0,manual,62000000
Hyundai,Palisade,2020,vendido,28000,1.0,WFJ263,107,950.0,manual,39000000
Volkswagen,Tiguan,2021,disponible,,1.8,TEP415,123,1900.0,automatica,27000000
Kia,Telluride,2016,vendido,85000,,LIA975,110,1200.0,manual,27000000
Toyota,Fortuner,2020,disponible,35000,1.6,EXO085,75,1795.0,automatica,41000000
Ford,Fiesta,2020,vendido,40000,1.5,XZW481,158,1195.0,manual,89000000
Chevrolet,Tracker,2015,vendido,60000,2.0,YBU894,145,1300.0,manual,41000000
,Onix,2017,taller,,1.8,PMB164,90,2060.0,automatica,42000000
Ford,EcoSport,2021,disponible,90000,1.6,FKH157,192,1200.0,manual,90000000
Chevrolet,Equinox,2015,taller,78000,1.8,TFK210,192,1350.0,automatica,
Ford,Mustang,2022,taller,,1.3,YPR026,185,2060.0,automatica,27000000
Hyundai,Tucson,2015,vendido,95000,1.5,HMA256,193,1100.0,automatica,59000000
Chevrolet,Cruze,2017,disponible,8000,2.0,ILD967,191,1200.0,automatica,77000000
Kia,Rio,2020,disponible,60000,1.6,FGR412,150,1900.0,manual,50000000
Toyota,Hilux,2020,vendido,58000,,WXP056,193,1200.0,automatica,88000000
Toyota,Camry,2016,vendido,100000,1.0,KJW131,125,1070.0,automatica,77000000
Honda,Pilot,2018,vendido,40000,1.5,SMW831,177,2200.0,automatica,77000000
Kia,Sportage,2019,disponible,45000,1.8,JUK961,106,2000.0,manual,36000000
Ford,Explorer,2015,taller,48000,1.6,MXF123,90,1195.0,automatica,74000000
Chevrolet,Silverado,2022,taller,55000,1.0,HBA905,170,1700.0,automatica,54000000
,Santa Fe,2019,taller,90000,1.3,NHA183,120,1070.0,manual,58000000
Chevrolet,Equinox,2018,vendido,40000,1.3,,,1070.0,manual,85000000
Chevrolet,Tracker,2017,vendido,15000,1.3,AQL839,177,1700.0,manual,26000000
Honda,Civic,2021,disponible,75000,1.0,AAF117,365,1195.0,automatica,27000000
Nissan,March,2019,vendido,80000,1.5,KAJ526,99,1800.0,manual,66000000
Honda,CR-V,2021,disponible,20000,1.8,QXM376,180,1795.0,,74000000
Kia,Sportage,2020,disponible,22000,1.6,WFR655,170,1300.0,manual,40000000
Toyota,RAV4,2018,vendido,55000,1.0,MOA533,,1600.0,manual,48000000
Ford,Ranger,2021,disponible,20000,1.8,YOY634,90,1500.0,manual,
Volkswagen,Golf,2016,disponible,18000,1.3,ATW112,99,1700.0,,37000000
Chevrolet,Tracker,2019,vendido,32000,1.3,UJU425,290,1570.0,manual,53000000
Toyota,Corolla,2017,disponible,90000,1.0,QVR808,125,1070.0,automatica,33000000
Nissan,Frontier,2022,vendido,18000,2.0,UWE765,186,1195.0,automatica,27000000
Toyota,Fortuner,2015,disponible,20000,1.3,AEN565,130,1280.0,automatica,53000000
Toyota,Yaris,2015,disponible,70000,1.6,YYO082,180,1800.0,manual,73000000
Nissan,March,2021,taller,80000,1.6,DUI914,231,2000.0,automatica,32000000
Chevrolet,Spark,2021,taller,100000,,WWF495,163,1280.0,automatica,42000000
Kia,Cerato,2017,taller,5,1.6,GZA118,145,2060.0,automatica,27000000
Ford,Mustang,2016,vendido,85000,1.5,UWJ277,155,1300.0,manual,72000000
Hyundai,Santa Fe,2022,vendido,78000,1.5,CNL839,110,1500.0,manual,51000000
Volkswagen,Golf,2021,disponible,60000,1.8,NDX061,128,1100.0,automatica,49000000
Nissan,Sentra,2021,vendido,10000,1.8,MEI240,290,1600.0,automatica,29000000
Honda,CR-V,2017,vendido,78000,1.6,PMT188,130,1795.0,automatica,63000000
Honda,CR-V,2015,vendido,45000,2.0,SQB931,155,1070.0,manual,34000000
,Creta,2016,disponible,12000,1.6,DBY580,150,1050.0,automatica,61000000
Volkswagen,Golf,2019,disponible,15000,1.0,VYL785,122,2100.0,automatica,56000000
Hyundai,Santa Fe,2018,disponible,45000,1.5,UEZ504,177,1900.0,automatica,74000000
Volkswagen,Passat,2015,vendido,25000,1.5,,145,1570.0,manual,79000000
Volkswagen,Passat,2022,vendido,15000,1.0,QNW673,128,2000.0,automatica,28000000
Nissan,Versa,2020,taller,72000,1.0,GWX480,203,1350.0,manual,43000000
Volkswagen,Golf,2015,vendido,85000,1.3,DLI961,185,1070.0,automatica,34000000
Honda,Accord,2015,vendido,55000,1.5,WBS497,212,1700.0,manual,25000000
Volkswagen,Passat,2017,taller,30000,1.6,CRT517,,1280.0,manual,27000000
Honda,CR-V,2017,disponible,48000,1.3,END427,191,1350.0,manual,86000000
Nissan,March,2021,vendido,12000,2.0,IAS531,152,1600.0,manual,72000000
Chevrolet,Onix,2019,vendido,70000,1.0,NOD856,192,1070.0,manual,48000000
Chevrolet,Onix,2021,vendido,40000,1.5,NWI564,365,1795.0,manual,51000000
Kia,Telluride,2019,vendido,55000,2.0,NWG232,212,2100.0,manual,90000000
Nissan,Sentra,2020,disponible,80000,1.6,BDL006,185,1280.0,manual,56000000
Kia,Telluride,2022,disponible,20000,2.0,PSV688,120,2060.0,manual,65000000
Toyota,Fortuner,2021,disponible,28000,1.5,,130,1400.0,automatica,53000000
Toyota,Camry,2020,vendido,100000,1.0,TGA693,122,1100.0,automatica,85000000
Nissan,Versa,2021,taller,80000,1.3,DHA476,170,1600.0,automatica,25000000
Kia,Picanto,2022,disponible,28000,1.8,XXB963,120,950.0,automatica,73000000
Chevrolet,Cruze,2016,disponible,50000,2.0,XQE040,75,1600.0,automatica,32000000
Nissan,X-Trail,2016,taller,35000,1.0,SBF678,203,1300.0,manual,79000000
Kia,Cerato,2022,disponible,,1.3,OVC772,110,1350.0,automatica,73000000
Volkswagen,Touareg,2022,disponible,75000,1.5,BDX086,290,1070.0,manual,53000000
Honda,Fit,2019,vendido,28000,2.0,WXM652,170,1700.0,automatica,33000000
,RAV4,2018,disponible,35000,1.3,VTW014,193,1100.0,automatica,34000000
Hyundai,Tucson,2022,taller,72000,1.6,UXG800,114,1700.0,automatica,89000000
,Corolla,2017,,70000,2.0,JIV624,99,2000.0,manual,65000000
Ford,Explorer,2017,taller,20000,1.6,PHG753,152,1200.0,automatica,42000000
,Corolla,2019,vendido,28000,1.8,EZP816,309,1500.0,automatica,66000000
Hyundai,Tucson,2016,taller,12000,2.0,YRB304,192,1700.0,manual,38000000
Volkswagen,Tiguan,2017,disponible,78000,1.8,SCP686,186,1200.0,automatica,37000000
Hyundai,Elantra,2020,vendido,10000,1.0,PIL098,69,1050.0,,66000000
Nissan,Sentra,2018,disponible,60000,,RWF166,128,1200.0,manual,47000000
Toyota,RAV4,2022,taller,45000,1.5,MRF671,75,1600.0,manual,87000000
Volkswagen,Tiguan,2019,disponible,85000,1.0,URN901,177,1070.0,automatica,75000000
Volkswagen,Tiguan,2019,,80000,2.0,YKW380,145,2100.0,manual,80000000
Volkswagen,Polo,2017,disponible,52000,2.0,APM080,123,1900.0,manual,58000000
Hyundai,Santa Fe,2016,vendido,15000,1.3,WAE572,,1200.0,manual,52000000
,Picanto,2018,disponible,25000,1.8,FAI560,,1600.0,automatica,44000000
,HR-V,2018,taller,90000,1.5,HMG396,114,1700.0,automatica,55000000
Nissan,X-Trail,2016,vendido,20000,1.5,DAZ339,99,1350.0,manual,33000000
Volkswagen,Polo,2019,disponible,50000,,USN783,130,1795.0,manual,48000000
Honda,Odyssey,2020,vendido,72000,1.5,OMA811,191,950.0,manual,71000000
Ford,F-150,2016,vendido,10000,1.6,OFQ273,120,1195.0,automatica,61000000
Hyundai,Accent,2022,disponible,85000,1.5,YOL510,158,1900.0,automatica,60000000
Volkswagen,Jetta,2015,taller,15000,2.0,EAQ460,186,1070.0,manual,28000000
Toyota,Corolla,2016,vendido,52000,1.8,QIR826,123,1300.0,manual,43000000
Honda,Accord,2021,vendido,80000,1.8,WFX544,191,1570.0,automatica,62000000
Honda,Odyssey,2022,taller,25000,1.5,SXN491,192,2060.0,automatica,
Chevrolet,Cruze,2019,disponible,90000,2.0,KBZ895,75,1700.0,automatica,66000000
Ford,EcoSport,2016,vendido,18000,1.8,EVN389,155,2100.0,manual,57000000
Hyundai,Accent,2015,disponible,45000,2.0,UJH976,114,2200.0,manual,61000000
Honda,HR-V,2022,,50000,1.3,GZC862,114,1350.0,automatica,48000000
Toyota,RAV4,2017,vendido,55000,1.8,KQC784,84,1900.0,automatica,27000000
Volkswagen,Polo,2022,taller,75000,2.0,EXZ604,185,1800.0,automatica,59000000
Ford,Escape,2020,disponible,70000,2.0,RMI160,192,1070.0,manual,50000000
Toyota,Camry,2019,vendido,52000,1.6,WNY856,75,1300.0,automatica,36000000
Toyota,Hilux,2021,vendido,50,1.0,PTS348,400,1070.0,,26000000
Nissan,Versa,2019,vendido,15000,,ZNO151,140,2100.0,automatica,68000000
Honda,Civic,2015,vendido,38000,1.0,AYQ834,177,1100.0,automatica,25000000
Ford,Ranger,2016,disponible,32000,1.0,BCH761,170,1800.0,automatica,27000000
Nissan,Kicks,2015,taller,75000,2.0,CPA851,120,2100.0,manual,46000000
Toyota,Land Cruiser,2016,taller,80000,1.3,BQJ774,193,1600.0,automatica,40000000
Hyundai,Creta,2021,vendido,80000,1.6,,365,950.0,,33000000
Chevrolet,Tracker,2018,vendido,55000,2.0,XHE309,99,1600.0,automatica,52000000
Hyundai,Palisade,2018,taller,65000,1.3,YXU755,141,2200.0,manual,66000000
Nissan,Versa,2020,vendido,52000,1.3,IEP611,177,1900.0,automatica,43000000
Hyundai,Elantra,2016,taller,10000,1.0,SFP018,158,1600.0,manual,63000000
Hyundai,Tucson,2022,disponible,40000,1.8,MEZ030,177,1200.0,automatica,39000000
Honda,CR-V,2017,disponible,90000,1.0,GSQ857,192,1250.0,automatica,
Nissan,Versa,2022,taller,8000,1.5,,122,1400.0,automatica,83000000
Chevrolet,Onix,2019,disponible,20000,1.6,NCV823,180,1050.0,manual,50000000
Toyota,Hilux,2021,disponible,,1.3,RWC846,203,2200.0,automatica,65000000
Hyundai,Santa Fe,2016,vendido,50000,1.8,QAP187,130,1570.0,manual,64000000
,Mustang,2018,taller,42000,1.0,TEV581,106,1795.0,,
Nissan,X-Trail,2022,taller,55000,1.3,DSU194,150,1280.0,,39000000
Volkswagen,Tiguan,2020,taller,72000,1.0,LJV816,130,950.0,manual,31000000
,Tracker,2022,taller,55000,1.0,YWV913,84,1250.0,manual,39000000
Nissan,Sentra,2021,vendido,95000,1.6,AAH303,114,1700.0,automatica,44000000
Toyota,RAV4,2020,vendido,12000,1.6,ISM711,,2060.0,automatica,79000000
Toyota,Corolla,2021,disponible,10000,1.3,WXC394,153,1200.0,manual,77000000
Nissan,Kicks,2016,vendido,65000,1.8,GNM996,110,1350.0,manual,65000000
Kia,Picanto,2015,disponible,52000,1.5,,365,1050.0,automatica,37000000
Chevrolet,Spark,2018,taller,35000,1.6,TXJ470,186,1250.0,manual,34000000
Kia,Rio,2015,disponible,70000,1.0,NEZ658,145,1200.0,automatica,52000000
Ford,EcoSport,2016,taller,15000,1.3,NQP099,191,1700.0,manual,35000000
Volkswagen,Passat,2021,disponible,28000,1.0,SMT273,158,1500.0,automatica,82000000
Honda,Fit,17,taller,22000,1.8,ZUY635,145,1400.0,automatica,49000000
Hyundai,Elantra,2022,vendido,12000,2.0,GLI701,90,1280.0,manual,79000000
Honda,Civic,2018,,18000,2.0,VVE790,231,1300.0,automatica,69000000
Volkswagen,Jetta,2022,disponible,35000,1.5,XAL195,145,1800.0,automatica,64000000
Hyundai,Elantra,2022,vendido,50000,1.3,VNR751,120,1500.0,manual,87000000
Toyota,Hilux,2015,disponible,22000,1.6,,152,950.0,automatica,88000000
Kia,Telluride,2018,disponible,78000,1.3,PNB094,290,1500.0,automatica,80000000
Nissan,Frontier,2019,vendido,25000,1.5,IXT752,158,1280.0,automatica,62000000
,Elantra,2020,vendido,18000,2.0,MOF103,213,1100.0,automatica,72000000
Kia,Sorento,2017,vendido,42000,1.5,EHF655,192,950.0,manual,67000000
Honda,Pilot,2019,disponible,48000,2.0,,122,1070.0,automatica,41000000
Nissan,X-Trail,2015,disponible,35,1.3,NDI416,309,1570.0,manual,52000000
Hyundai,Accent,2015,vendido,32000,1.5,UIO355,128,1250.0,manual,68000000
Nissan,Frontier,2022,vendido,28000,,PLN619,99,1350.0,manual,28000000
Hyundai,Creta,2020,disponible,48000,1.5,ECH109,106,1100.0,manual,46000000
Honda,Odyssey,2020,taller,52000,1.6,GGC945,213,1300.0,manual,81000000
Chevrolet,Cruze,2015,taller,22000,1.8,QJP757,180,1400.0,manual,58000000
Honda,Accord,2015,taller,30000,1.6,MEI780,,1570.0,manual,89000000
Toyota,Land Cruiser,2022,vendido,60000,1.6,LHJ078,130,1280.0,automatica,89000000
Volkswagen,Jetta,2017,disponible,40000,1.5,YDV528,140,2060.0,automatica,27000000
Nissan,Kicks,2018,disponible,25000,1.6,KYC962,107,1100.0,automatica,44000000
,Land Cruiser,2021,disponible,100000,1.0,QAI203,355,2060.0,manual,75000000
Chevrolet,Equinox,2017,disponible,85000,1.5,BGO495,231,1100.0,manual,56000000
Nissan,Sentra,2016,disponible,45000,2.0,KGS829,140,1600.0,manual,61000000
Toyota,RAV4,2016,disponible,10000,1.0,JEO245,203,1200.0,manual,
Hyundai,Tucson,2016,vendido,50000,1.3,QGI810,177,1050.0,manual,52000000
Volkswagen,Tiguan,2017,vendido,18000,1.8,JTF077,290,1600.0,automatica,27000000
Chevrolet,Cruze,2018,taller,52000,2.0,TPR811,128,1400.0,manual,40000000
Chevrolet,Onix,2016,disponible,,1.3,RRH176,114,1300.0,manual,87000000
Toyota,Yaris,2015,disponible,75000,1.5,VTA967,177,1195.0,manual,
Honda,Fit,2015,disponible,28000,1.5,YBI064,180,1350.0,manual,68000000
Hyundai,Elantra,2017,taller,40000,1.0,GGD767,128,1450.0,automatica,56000000
Chevrolet,Equinox,2016,vendido,55000,1.8,LXZ890,192,2200.0,manual,57000000
Kia,Telluride,2022,vendido,65000,1.0,YEY730,110,1195.0,manual,74000000
Chevrolet,Tracker,2018,vendido,,1.5,JLA780,185,1900.0,automatica,31000000
Honda,CR-V,2017,taller,40000,1.0,ADN929,114,1800.0,automatica,62000000
Chevrolet,Silverado,2022,taller,48000,1.5,ABB835,280,1700.0,automatica,31000000
Kia,Sorento,2021,taller,30000,2.0,NOP482,150,1795.0,automatica,80000000
Toyota,RAV4,2022,taller,50000,1.8,BLN907,152,1350.0,manual,71000000
Chevrolet,Onix,2022,taller,12000,1.6,YUW747,140,1195.0,manual,72000000
Kia,Picanto,2016,vendido,60000,1.5,DQS572,90,2000.0,manual,42000000
Kia,Telluride,2022,,80000,1.8,JFD927,150,1800.0,automatica,
Chevrolet,Onix,2022,vendido,5000,1.3,ZLH842,141,1070.0,automatica,71000000
Nissan,Versa,2017,disponible,52000,1.0,JMT245,355,950.0,automatica,63000000
Volkswagen,Golf,2015,taller,55000,1.6,AQS980,123,1195.0,automatica,87000000
Honda,Pilot,2018,taller,5000,1.3,DFR272,193,1300.0,manual,51000000
Ford,Explorer,2020,taller,70000,,EYX616,213,1300.0,manual,79000000
Volkswagen,Polo,2015,taller,15000,1.6,TVF856,163,2100.0,manual,71000000
Toyota,Land Cruiser,2016,vendido,30000,2.0,SNA748,180,1100.0,automatica,82000000
Ford,Escape,2021,disponible,75000,1.8,AEK568,84,1400.0,automatica,82000000
,Onix,2020,vendido,18000,1.3,JUT545,186,1200.0,automatica,48000000
Toyota,RAV4,2015,taller,,1.5,ZCM064,125,1700.0,automatica,86000000
Kia,Telluride,2019,vendido,75000,1.3,JPG067,,1500.0,automatica,
Ford,EcoSport,2016,vendido,25000,2.0,JQF827,212,1350.0,manual,88000000
Volkswagen,Jetta,2019,disponible,25000,,CFD488,290,1200.0,manual,38000000
Ford,Escape,2021,vendido,42000,1.0,NAN286,177,1900.0,manual,62000000
Volkswagen,Passat,2020,disponible,38000,1.5,PSQ593,400,2060.0,manual,49000000
Nissan,Versa,2018,disponible,8000,1.3,IGT619,69,1500.0,automatica,57000000
Hyundai,Palisade,2020,disponible,28000,1.6,TBC520,130,1700.0,manual,66000000
Honda,HR-V,2020,disponible,52000,1.0,FQE870,84,1070.0,manual,38000000
Toyota,Land Cruiser,2016,disponible,72000,2.0,FIC411,145,1450.0,automatica,78000000
Ford,EcoSport,2015,vendido,10000,1.0,RJA156,185,1700.0,automatica,88000000
Volkswagen,Tiguan,2019,taller,40000,1.0,RPW940,177,1200.0,automatica,50000000
Chevrolet,Silverado,2022,vendido,42000,2.0,LDJ008,153,1795.0,automatica,43000000
Toyota,Camry,2019,vendido,42000,,FCE248,,2060.0,automatica,31000000
Hyundai,Accent,2016,taller,75000,1.0,IMB854,99,1195.0,manual,86000000
Chevrolet,Equinox,2015,taller,55000,1.5,MML274,185,1700.0,automatica,60000000
Chevrolet,Tracker,2018,,20000,1.0,BRM776,75,1280.0,manual,71000000
,Onix,2015,taller,50000,1.3,UND509,158,1250.0,automatica,63000000
Nissan,Sentra,2015,vendido,28000,1.0,NLD601,231,1195.0,automatica,49000000
,Accent,2020,vendido,22000,1.6,VUP741,309,950.0,automatica,63000000
Chevrolet,Tracker,2019,vendido,72000,1.5,NNS578,191,1570.0,manual,25000000
Ford,Fiesta,2022,vendido,22000,1.6,VFU394,123,1450.0,automatica,40000000
,Yaris,2021,disponible,,1.0,RWP075,145,1800.0,manual,64000000
Volkswagen,Polo,2018,vendido,55000,1.0,ROV676,122,1300.0,automatica,76000000
Chevrolet,Spark,2019,taller,25000,1.0,HFE820,84,1070.0,manual,74000000
Kia,Picanto,2019,vendido,55000,1.6,DLO239,99,1800.0,automatica,62000000
Toyota,Corolla,2022,vendido,18000,,ZTZ323,75,1050.0,manual,50000000
Chevrolet,Tracker,2016,disponible,80000,1.0,NSX867,280,1195.0,manual,38000000
Honda,Pilot,2017,taller,28000,1.0,UMZ987,130,1800.0,manual,
,RAV4,2010,disponible,55000,1.0,WWT065,177,1070.0,manual,57000000
Ford,F-150,2020,disponible,80000,1.5,LEO879,213,1250.0,automatica,54000000
Nissan,Versa,2015,disponible,50000,1.3,,,1050.0,manual,84000000
Toyota,Corolla,2018,disponible,52000,2.0,ITE631,106,1570.0,automatica,89000000
,Elantra,2022,disponible,28000,1.8,BXQ352,99,1700.0,manual,88000000
Honda,Fit,2016,taller,32000,1.8,NUP238,84,2060.0,automatica,61000000
Chevrolet,Silverado,2017,disponible,12000,1.6,NQC070,231,1900.0,automatica,31000000
Toyota,Camry,2018,taller,65000,1.0,IZH248,290,1350.0,manual,69000000
Honda,Accord,2022,disponible,55000,1.0,FWA104,107,1200.0,manual,73000000
Nissan,Sentra,2018,vendido,100000,1.5,AXS694,158,1200.0,manual,26000000
Honda,Pilot,2017,vendido,42000,,CYR991,122,1070.0,automatica,34000000
Honda,Pilot,2019,disponible,8000,,SHJ888,177,950.0,automatica,44000000
Nissan,Frontier,2022,vendido,40000,1.8,DAL504,231,1600.0,manual,34000000
Kia,Sportage,2020,disponible,8000,1.5,YZC192,99,1800.0,automatica,56000000
Hyundai,Elantra,2015,vendido,78000,2.0,KIO571,400,1070.0,automatica,59000000
Volkswagen,Touareg,2021,taller,18000,1.3,NZW110,,2200.0,automatica,29000000
Toyota,Fortuner,2020,vendido,30000,1.5,NWE563,90,1600.0,automatica,62000000
Toyota,Land Cruiser,2022,disponible,80000,1.3,ENJ775,192,1300.0,automatica,25000000
Kia,Cerato,2022,vendido,100000,1.3,TQP411,152,1100.0,automatica,89000000
Volkswagen,Touareg,2017,taller,50000,1.0,XJY644,122,1500.0,automatica,84000000
Hyundai,Santa Fe,2018,disponible,48000,1.3,ZPP315,140,1100.0,automatica,56000000
Honda,Accord,2016,vendido,50000,1.3,JCW443,180,1500.0,automatica,37000000
Honda,Odyssey,2018,,40000,1.5,YGR389,152,1350.0,manual,70000000
Nissan,X-Trail,2021,disponible,55000,2.0,LOZ682,,2060.0,automatica,75000000
Honda,HR-V,2016,disponible,100,1.3,XQL031,106,1700.0,manual,78000000
Toyota,Corolla,2016,taller,28000,1.6,YRE916,170,1800.0,automatica,25000000
,Creta,2019,vendido,10000,2.0,,158,2000.0,manual,41000000
Chevrolet,Silverado,2022,disponible,22000,1.5,LVH048,120,1100.0,automatica,66000000
Chevrolet,Cruze,2016,vendido,55000,1.6,FIY841,141,2100.0,manual,71000000
Chevrolet,Spark,2018,taller,58000,1.5,,163,1900.0,automatica,46000000
